id,age,reading_speed,reading_accuracy,reading_comprehension,writing_speed,writing_quality,grammar_sentence,phonetic_spelling,irregular_word_spelling,spelling_accuracy,reading_avg,writing_avg,spelling_avg,primary_focus,secondary_focus,tertiary_focus,difficulty_level
11064,6,16,40,18,11,9,41,29,42,45,25,20,39,Writing,Reading,Spelling,Profound
11065,11,76,61,38,54,43,48,25,39,41,58,48,35,Spelling,Writing,Reading,Moderate
11066,9,69,58,29,68,46,57,64,55,53,52,57,57,Reading,Writing,Spelling,Moderate
11067,6,17,24,46,2,21,38,5,36,9,29,20,17,Spelling,Writing,Reading,Severe
11068,8,41,15,37,22,47,49,18,34,29,31,39,27,Spelling,Reading,Writing,Severe
11069,9,28,82,38,60,69,53,53,51,63,49,61,56,Reading,Spelling,Writing,Moderate
11070,6,30,44,76,50,57,31,52,44,57,50,46,51,Writing,Reading,Spelling,Moderate
11071,11,32,24,67,37,50,19,30,34,49,41,35,38,Writing,Spelling,Reading,Severe
11072,11,24,22,20,5,22,15,20,52,25,22,14,32,Writing,Reading,Spelling,Severe
11073,6,26,47,9,18,42,15,9,12,2,27,25,8,Spelling,Writing,Reading,Profound
11074,6,40,65,34,64,53,28,68,36,39,46,48,48,Reading,Writing,Spelling,Moderate
11075,7,48,33,37,32,51,34,15,27,18,39,39,20,Spelling,Reading,Writing,Severe
11076,7,61,82,55,90,62,55,69,49,80,66,69,66,Reading,Spelling,Writing,Mild
11077,6,32,35,20,28,18,33,32,47,42,29,26,40,Writing,Reading,Spelling,Severe
11078,8,45,62,55,30,8,50,43,45,14,54,29,34,Writing,Spelling,Reading,Severe
11079,8,47,22,39,34,15,7,25,46,33,36,19,35,Writing,Spelling,Reading,Profound
11080,6,14,58,42,25,24,23,25,51,32,38,24,36,Writing,Spelling,Reading,Severe
11081,8,16,16,41,10,29,28,11,41,45,24,22,32,Writing,Reading,Spelling,Profound
11082,9,47,38,5,39,37,18,46,30,6,30,31,27,Spelling,Reading,Writing,Profound
11083,6,78,39,62,55,29,55,77,20,66,60,46,54,Writing,Spelling,Reading,Moderate
11084,6,40,14,29,37,14,28,16,18,8,28,26,14,Spelling,Writing,Reading,Profound
11085,8,48,52,37,51,63,71,50,41,71,46,62,54,Reading,Spelling,Writing,Moderate
11086,7,52,54,36,33,42,20,64,41,7,47,32,37,Writing,Spelling,Reading,Severe
11087,8,61,43,71,43,58,33,60,61,57,58,45,59,Writing,Reading,Spelling,Moderate
11088,11,42,62,50,45,43,48,37,51,31,51,45,40,Spelling,Writing,Reading,Moderate
11089,8,55,50,9,20,43,26,36,30,55,38,30,40,Writing,Reading,Spelling,Severe
11090,7,72,82,90,87,65,59,74,45,90,81,70,70,Writing,Spelling,Reading,Mild
11091,7,38,20,0,37,6,6,28,10,44,19,16,27,Writing,Reading,Spelling,Profound
11092,9,40,27,79,51,17,51,38,45,30,49,40,38,Spelling,Writing,Reading,Moderate
11093,7,32,38,7,0,21,23,19,35,33,26,15,29,Writing,Reading,Spelling,Profound
11094,11,29,11,22,28,5,40,14,1,34,21,24,16,Spelling,Reading,Writing,Profound
11095,9,4,13,39,40,16,3,38,19,28,19,20,28,Reading,Writing,Spelling,Profound
11096,12,50,66,39,30,52,57,60,53,42,52,46,52,Writing,Reading,Spelling,Moderate
11097,10,69,32,77,45,45,72,36,77,53,59,54,55,Writing,Spelling,Reading,Moderate
11098,10,76,41,72,35,51,76,46,48,42,63,54,45,Spelling,Writing,Reading,Moderate
11099,9,17,19,5,28,16,2,32,0,36,14,15,23,Reading,Writing,Spelling,Profound
11100,10,38,17,42,23,2,38,0,15,10,32,21,8,Spelling,Writing,Reading,Profound
11101,7,43,48,30,26,38,42,71,36,44,40,35,50,Writing,Reading,Spelling,Moderate
11102,6,35,46,36,25,25,40,35,62,35,39,30,44,Writing,Reading,Spelling,Severe
11103,6,59,31,43,20,53,37,70,51,59,44,37,60,Writing,Reading,Spelling,Moderate
11104,6,63,57,34,49,69,54,35,70,48,51,57,51,Reading,Spelling,Writing,Moderate
11105,8,55,64,43,51,58,59,67,32,44,54,56,48,Spelling,Reading,Writing,Moderate
11106,6,37,22,35,23,27,10,28,2,12,31,20,14,Spelling,Writing,Reading,Profound
11107,10,31,20,18,28,26,31,29,28,17,23,28,25,Reading,Spelling,Writing,Profound
11108,11,5,21,38,21,12,22,6,33,34,21,18,24,Writing,Reading,Spelling,Profound
11109,11,84,71,69,64,85,61,89,47,74,75,70,70,Writing,Spelling,Reading,Mild
11110,8,9,48,41,31,29,29,5,19,18,33,30,14,Spelling,Writing,Reading,Profound
11111,7,14,21,46,29,26,43,20,38,41,27,33,33,Reading,Writing,Spelling,Profound
11112,6,21,40,41,48,57,6,23,26,22,34,37,24,Spelling,Reading,Writing,Severe
11113,6,25,34,36,26,28,8,17,12,29,32,21,19,Spelling,Writing,Reading,Profound
11114,11,20,38,18,41,5,41,32,40,21,25,29,31,Reading,Writing,Spelling,Profound
11115,6,57,73,56,13,29,33,28,52,32,62,25,37,Writing,Spelling,Reading,Moderate
11116,11,49,23,28,24,13,33,32,4,33,33,23,23,Writing,Spelling,Reading,Profound
11117,11,41,39,31,45,43,46,13,35,14,37,45,21,Spelling,Reading,Writing,Severe
11118,12,17,45,58,30,30,47,18,21,48,40,36,29,Spelling,Writing,Reading,Severe
11119,11,78,48,73,69,43,65,54,64,60,66,59,59,Writing,Spelling,Reading,Moderate
11120,7,40,41,22,4,39,32,38,12,21,34,25,24,Spelling,Writing,Reading,Severe
11121,9,79,61,49,72,88,70,71,83,74,63,77,76,Reading,Spelling,Writing,Mild
11122,7,12,28,36,29,51,31,36,39,29,25,37,35,Reading,Spelling,Writing,Severe
11123,9,0,36,22,43,8,39,44,6,16,19,30,22,Reading,Spelling,Writing,Profound
11124,9,57,61,100,74,85,52,58,88,87,73,70,78,Writing,Reading,Spelling,Mild
11125,7,10,33,11,20,7,5,32,15,34,18,11,27,Writing,Reading,Spelling,Profound
11126,10,53,38,38,21,36,46,44,42,24,43,34,37,Writing,Spelling,Reading,Moderate
11127,11,28,14,33,53,4,29,50,33,32,25,29,38,Reading,Writing,Spelling,Severe
11128,9,52,65,60,19,73,42,55,51,69,59,45,58,Writing,Spelling,Reading,Moderate
11129,12,20,40,8,30,22,27,1,33,32,23,26,22,Spelling,Reading,Writing,Severe
11130,8,47,41,15,26,46,47,16,44,26,34,40,29,Spelling,Reading,Writing,Severe
11131,6,31,45,0,44,13,6,18,36,17,25,21,24,Writing,Spelling,Reading,Profound
11132,8,34,16,4,38,33,18,40,13,19,18,30,24,Reading,Spelling,Writing,Profound
11133,11,53,81,61,61,78,51,70,87,75,65,63,77,Writing,Reading,Spelling,Mild
11134,6,54,14,30,12,12,28,0,16,28,33,17,15,Spelling,Writing,Reading,Profound
11135,9,43,42,36,46,18,21,25,29,20,40,28,25,Spelling,Writing,Reading,Profound
11136,12,5,14,0,28,7,4,12,38,26,6,13,25,Reading,Writing,Spelling,Profound
11137,12,49,59,61,95,71,81,79,75,70,56,82,75,Reading,Spelling,Writing,Mild
11138,12,65,48,53,33,67,39,41,66,33,55,46,47,Writing,Spelling,Reading,Moderate
11139,9,48,44,52,43,40,52,52,64,52,48,45,56,Writing,Reading,Spelling,Moderate
11140,10,46,41,64,59,17,46,62,42,53,50,41,52,Writing,Reading,Spelling,Moderate
11141,11,64,45,32,63,55,38,37,54,67,47,52,53,Reading,Writing,Spelling,Moderate
11142,7,36,36,10,45,20,13,28,22,16,27,26,22,Spelling,Writing,Reading,Profound
11143,10,30,11,27,11,18,27,27,38,31,23,19,32,Writing,Reading,Spelling,Profound
11144,10,61,65,43,22,71,67,40,76,55,56,53,57,Writing,Reading,Spelling,Moderate
11145,8,85,79,79,77,63,69,85,75,65,81,70,75,Writing,Spelling,Reading,Mild
11146,8,41,20,56,21,8,62,43,30,55,39,30,43,Writing,Reading,Spelling,Severe
11147,10,5,42,10,9,4,14,39,33,28,19,9,33,Writing,Reading,Spelling,Profound
11148,11,82,64,65,63,78,57,56,73,47,70,66,59,Spelling,Writing,Reading,Mild
11149,11,17,16,23,11,13,36,17,21,29,19,20,22,Reading,Writing,Spelling,Profound
11150,12,39,31,62,47,29,43,60,72,39,44,40,57,Writing,Reading,Spelling,Moderate
11151,7,71,57,57,18,40,50,48,61,53,62,36,54,Writing,Spelling,Reading,Moderate
11152,12,38,20,10,34,39,31,30,34,5,23,35,23,Reading,Spelling,Writing,Severe
11153,12,56,43,58,57,45,71,25,49,40,52,58,38,Spelling,Reading,Writing,Moderate
11154,10,52,55,52,19,1,47,12,36,57,53,22,35,Writing,Spelling,Reading,Severe
11155,11,57,33,54,59,50,37,35,53,44,48,49,44,Spelling,Reading,Writing,Moderate
11156,7,48,42,62,24,47,34,20,69,29,51,35,39,Writing,Spelling,Reading,Moderate
11157,7,26,36,24,31,40,14,47,30,20,29,28,32,Writing,Reading,Spelling,Severe
11158,7,39,10,36,5,11,1,42,46,9,28,6,32,Writing,Reading,Spelling,Profound
11159,6,55,63,38,57,69,42,32,73,51,52,56,52,Reading,Spelling,Writing,Moderate
11160,9,88,58,77,51,74,54,86,71,81,74,60,79,Writing,Reading,Spelling,Mild
11161,10,32,8,4,32,28,16,36,17,5,15,25,19,Reading,Spelling,Writing,Profound
11162,11,39,24,34,51,51,48,8,50,16,32,50,25,Spelling,Reading,Writing,Severe
11163,7,32,53,26,31,19,44,6,10,7,37,31,8,Spelling,Writing,Reading,Severe
11164,6,56,57,27,54,38,74,48,50,26,47,55,41,Spelling,Reading,Writing,Moderate
11165,10,36,8,13,15,29,26,18,17,21,19,23,19,Reading,Spelling,Writing,Profound
11166,7,19,4,52,30,45,11,43,41,38,25,29,41,Reading,Writing,Spelling,Severe
11167,7,20,23,26,65,56,52,50,23,56,23,58,43,Reading,Spelling,Writing,Severe
11168,8,42,13,27,43,64,21,25,27,62,27,43,38,Reading,Spelling,Writing,Severe
11169,12,13,31,18,36,12,37,36,44,31,21,28,37,Reading,Writing,Spelling,Severe
11170,6,70,68,76,72,65,73,81,56,61,71,70,66,Spelling,Writing,Reading,Mild
11171,7,76,52,67,87,88,68,54,76,69,65,81,66,Reading,Spelling,Writing,Mild
11172,10,43,51,44,57,7,46,36,9,22,46,37,22,Spelling,Writing,Reading,Severe
11173,6,41,29,45,46,26,22,10,27,35,38,31,24,Spelling,Writing,Reading,Severe
11174,6,37,56,59,68,34,64,19,31,37,51,55,29,Spelling,Reading,Writing,Moderate
11175,6,64,73,61,19,44,45,15,49,36,66,36,33,Spelling,Writing,Reading,Moderate
11176,11,34,12,33,31,15,34,14,41,34,26,27,30,Reading,Writing,Spelling,Profound
11177,6,69,72,60,77,73,81,85,39,68,67,77,64,Spelling,Reading,Writing,Mild
11178,8,6,29,36,21,0,8,7,25,5,24,10,12,Writing,Spelling,Reading,Profound
11179,8,0,41,34,2,9,0,44,27,15,25,4,29,Writing,Reading,Spelling,Profound
11180,11,43,48,46,55,41,17,4,32,50,46,38,29,Spelling,Writing,Reading,Severe
11181,7,47,19,54,39,35,60,26,63,40,40,45,43,Reading,Spelling,Writing,Severe
11182,11,5,36,12,10,45,19,0,27,35,18,25,21,Reading,Spelling,Writing,Profound
11183,12,22,28,47,12,0,0,16,13,22,32,4,17,Writing,Spelling,Reading,Profound
11184,6,58,64,70,71,80,28,40,56,45,64,60,47,Spelling,Writing,Reading,Moderate
11185,6,22,38,26,4,25,25,12,41,30,29,18,28,Writing,Spelling,Reading,Profound
11186,12,47,44,46,22,7,35,28,15,25,46,21,23,Writing,Spelling,Reading,Severe
11187,11,75,77,59,88,68,60,66,58,40,70,72,55,Spelling,Reading,Writing,Mild
11188,11,54,41,63,53,55,73,33,52,20,53,60,35,Spelling,Reading,Writing,Moderate
11189,7,36,75,68,59,56,52,38,27,76,60,56,47,Spelling,Writing,Reading,Moderate
11190,9,49,52,47,26,35,46,13,20,28,49,36,20,Spelling,Writing,Reading,Severe
11191,6,86,51,76,51,57,78,82,74,50,71,62,69,Writing,Spelling,Reading,Mild
11192,6,24,65,58,54,48,42,45,46,37,49,48,43,Spelling,Writing,Reading,Moderate
11193,11,64,49,56,30,51,32,34,43,37,56,38,38,Writing,Spelling,Reading,Moderate
11194,7,45,34,54,23,33,3,52,47,41,44,20,47,Writing,Reading,Spelling,Severe
11195,8,57,51,63,73,77,92,70,70,66,57,81,69,Reading,Spelling,Writing,Mild
11196,9,38,25,5,9,33,13,16,13,1,23,18,10,Spelling,Writing,Reading,Profound
11197,9,96,64,71,82,77,62,65,77,66,77,74,69,Spelling,Writing,Reading,Mild
11198,9,46,23,71,66,50,34,30,66,20,47,50,39,Spelling,Reading,Writing,Moderate
11199,8,64,73,57,83,73,58,51,63,71,65,71,62,Spelling,Reading,Writing,Mild
11200,7,52,39,24,17,61,41,42,36,14,38,40,31,Spelling,Reading,Writing,Severe
11201,8,0,5,0,33,0,24,33,0,16,2,19,16,Reading,Spelling,Writing,Profound
11202,10,38,84,18,52,51,25,45,51,58,47,43,51,Writing,Reading,Spelling,Moderate
11203,12,58,61,26,55,58,39,75,49,58,48,51,61,Reading,Writing,Spelling,Moderate
11204,11,52,66,48,19,62,65,69,58,26,55,49,51,Writing,Spelling,Reading,Moderate
11205,7,38,69,68,41,13,41,38,56,41,58,32,45,Writing,Spelling,Reading,Moderate
11206,9,50,73,64,44,44,61,29,67,24,62,50,40,Spelling,Writing,Reading,Moderate
11207,7,59,35,56,26,55,18,28,28,29,50,33,28,Spelling,Writing,Reading,Severe
11208,10,59,72,72,57,68,68,77,80,79,68,64,79,Writing,Reading,Spelling,Mild
11209,9,59,57,55,61,56,50,71,35,56,57,56,54,Spelling,Writing,Reading,Moderate
11210,9,54,3,6,9,30,45,27,0,30,21,28,19,Spelling,Reading,Writing,Profound
11211,6,28,18,45,0,23,24,21,0,7,30,16,9,Spelling,Writing,Reading,Profound
11212,8,75,71,69,44,44,44,74,51,72,72,44,66,Writing,Spelling,Reading,Moderate
11213,10,6,15,25,39,0,2,21,1,41,15,14,21,Writing,Reading,Spelling,Profound
11214,12,10,46,17,36,25,7,30,33,30,24,23,31,Writing,Reading,Spelling,Profound
11215,11,19,18,3,19,22,37,33,6,30,13,26,23,Reading,Spelling,Writing,Profound
11216,8,43,26,47,27,3,20,23,0,31,39,17,18,Writing,Spelling,Reading,Profound
11217,12,40,31,21,56,38,30,1,49,29,31,41,26,Spelling,Reading,Writing,Severe
11218,8,38,6,35,42,51,43,57,22,57,26,45,45,Reading,Writing,Spelling,Severe
11219,11,49,48,74,66,56,44,36,68,65,57,55,56,Writing,Spelling,Reading,Moderate
11220,10,87,64,95,77,69,58,54,68,76,82,68,66,Spelling,Writing,Reading,Mild
11221,12,29,51,44,6,17,37,55,24,21,41,20,33,Writing,Spelling,Reading,Severe
11222,8,60,42,58,36,17,18,27,39,43,53,24,36,Writing,Spelling,Reading,Severe
11223,10,36,52,0,0,14,11,8,10,46,29,8,21,Writing,Spelling,Reading,Profound
11224,11,10,41,58,11,41,41,52,19,17,36,31,29,Spelling,Writing,Reading,Severe
11225,8,22,33,46,54,35,20,8,14,8,34,36,10,Spelling,Reading,Writing,Severe
11226,12,25,23,30,40,43,37,19,44,9,26,40,24,Spelling,Reading,Writing,Profound
11227,10,65,31,35,23,74,40,47,46,47,44,46,47,Reading,Writing,Spelling,Moderate
11228,9,39,15,21,6,23,4,3,35,19,25,11,19,Writing,Spelling,Reading,Profound
11229,6,47,48,15,50,22,11,26,16,24,37,28,22,Spelling,Writing,Reading,Severe
11230,10,50,3,19,29,40,28,24,0,9,24,32,11,Spelling,Reading,Writing,Profound
11231,11,43,36,38,9,24,20,9,23,10,39,18,14,Spelling,Writing,Reading,Profound
11232,6,28,24,16,17,35,17,0,21,41,23,23,21,Spelling,Reading,Writing,Profound
11233,11,40,49,43,31,24,5,55,46,36,44,20,46,Writing,Reading,Spelling,Severe
11234,9,41,41,25,44,48,48,59,71,41,36,47,57,Reading,Writing,Spelling,Moderate
11235,7,99,83,68,90,83,57,82,58,64,83,77,68,Spelling,Writing,Reading,Mild
11236,9,93,90,62,67,74,97,65,58,53,82,79,59,Spelling,Writing,Reading,Mild
11237,6,33,21,47,33,51,28,12,48,30,34,37,30,Spelling,Reading,Writing,Severe
11238,7,13,37,18,16,26,45,18,38,1,23,29,19,Spelling,Reading,Writing,Profound
11239,10,30,41,20,26,24,19,20,13,0,30,23,11,Spelling,Writing,Reading,Profound
11240,10,59,24,39,37,22,46,19,50,56,41,35,42,Writing,Reading,Spelling,Severe
11241,12,25,60,30,73,45,74,68,29,15,38,64,37,Spelling,Reading,Writing,Moderate
11242,10,49,40,34,50,39,39,48,39,32,41,43,40,Spelling,Reading,Writing,Moderate
11243,6,43,72,71,68,52,42,43,39,52,62,54,45,Spelling,Writing,Reading,Moderate
11244,8,38,42,24,38,8,5,35,15,40,35,17,30,Writing,Spelling,Reading,Profound
11245,7,86,58,73,73,60,64,45,83,83,72,66,70,Writing,Spelling,Reading,Mild
11246,6,1,6,28,23,23,24,27,23,16,12,23,22,Reading,Spelling,Writing,Profound
11247,12,36,75,46,43,38,41,49,54,50,52,41,51,Writing,Spelling,Reading,Moderate
11248,11,47,25,19,27,25,32,59,47,23,30,28,43,Writing,Reading,Spelling,Severe
11249,8,62,81,54,40,24,62,43,33,56,66,42,44,Writing,Spelling,Reading,Moderate
11250,11,24,16,47,16,23,2,7,11,52,29,14,23,Writing,Spelling,Reading,Severe
11251,7,69,86,96,89,85,88,82,65,87,84,87,78,Spelling,Reading,Writing,Mild
11252,9,51,56,41,64,16,45,60,32,63,49,42,52,Writing,Reading,Spelling,Moderate
11253,11,10,26,67,30,61,34,38,46,59,34,42,48,Reading,Writing,Spelling,Severe
11254,10,59,73,40,19,41,30,23,27,65,57,30,38,Writing,Spelling,Reading,Moderate
11255,10,40,2,14,17,22,14,23,0,22,19,18,15,Spelling,Writing,Reading,Profound
11256,9,78,63,61,32,54,36,71,66,41,67,41,59,Writing,Spelling,Reading,Moderate
11257,7,59,63,65,27,54,28,57,72,50,62,36,60,Writing,Spelling,Reading,Moderate
11258,11,56,71,48,40,62,34,50,48,57,58,45,52,Writing,Spelling,Reading,Moderate
11259,6,58,66,46,80,53,53,48,72,22,57,62,47,Spelling,Reading,Writing,Moderate
11260,11,44,28,9,37,28,0,12,22,37,27,22,24,Writing,Spelling,Reading,Profound
11261,10,51,15,49,13,20,0,9,24,33,38,11,22,Writing,Spelling,Reading,Profound
11262,11,55,44,25,48,18,70,66,28,39,41,45,44,Reading,Spelling,Writing,Moderate
11263,9,26,15,28,29,19,36,28,30,24,23,28,27,Reading,Spelling,Writing,Profound
11264,8,24,31,67,27,34,14,63,39,55,41,25,52,Writing,Reading,Spelling,Moderate
11265,10,15,32,38,39,1,17,34,26,23,28,19,28,Writing,Reading,Spelling,Profound
11266,11,36,59,58,73,54,43,39,49,67,51,57,52,Reading,Spelling,Writing,Moderate
11267,7,6,18,25,18,42,3,8,22,36,16,21,22,Reading,Writing,Spelling,Profound
11268,11,62,50,62,44,61,60,68,76,63,58,55,69,Writing,Reading,Spelling,Mild
11269,8,34,38,27,23,48,60,24,51,68,33,44,48,Reading,Writing,Spelling,Moderate
11270,8,49,0,11,28,33,26,0,35,1,20,29,12,Spelling,Reading,Writing,Profound
11271,10,0,35,39,3,20,0,43,24,22,25,8,30,Writing,Reading,Spelling,Profound
11272,7,79,76,61,71,75,70,85,76,55,72,72,72,Reading,Writing,Spelling,Mild
11273,6,100,54,95,54,79,44,61,47,67,83,59,58,Spelling,Writing,Reading,Mild
11274,9,17,13,44,11,11,31,14,18,9,25,18,14,Spelling,Writing,Reading,Profound
11275,7,28,31,27,24,32,40,26,40,54,29,32,40,Reading,Writing,Spelling,Moderate
11276,10,59,64,45,40,62,47,66,26,50,56,50,47,Spelling,Writing,Reading,Moderate
11277,7,5,13,24,22,46,54,33,47,23,14,41,34,Reading,Spelling,Writing,Severe
11278,12,24,10,17,28,8,38,10,14,21,17,25,15,Spelling,Reading,Writing,Profound
11279,12,72,71,75,69,58,37,63,31,19,73,55,38,Spelling,Writing,Reading,Moderate
11280,9,88,73,92,78,66,55,79,41,77,84,66,66,Writing,Spelling,Reading,Mild
11281,12,92,93,60,68,73,56,46,79,67,82,66,64,Spelling,Writing,Reading,Mild
11282,6,52,45,55,17,50,14,44,18,42,51,27,35,Writing,Spelling,Reading,Severe
11283,10,24,44,51,38,25,67,63,45,69,40,43,59,Reading,Writing,Spelling,Moderate
11284,8,7,2,56,5,15,3,21,18,41,22,8,27,Writing,Reading,Spelling,Profound
11285,11,22,37,25,3,22,13,36,31,32,28,13,33,Writing,Reading,Spelling,Profound
11286,8,14,33,50,42,21,12,11,20,30,32,25,20,Spelling,Writing,Reading,Severe
11287,12,25,35,26,9,13,1,0,26,14,29,8,13,Writing,Spelling,Reading,Profound
11288,10,50,25,43,43,8,49,26,29,14,39,33,23,Spelling,Writing,Reading,Severe
11289,11,16,49,71,47,44,59,61,57,35,45,50,51,Reading,Writing,Spelling,Severe
11290,7,51,58,30,52,37,5,38,19,44,46,31,34,Writing,Spelling,Reading,Severe
11291,10,15,14,20,0,25,10,9,8,14,16,12,10,Spelling,Writing,Reading,Profound
11292,7,47,18,16,49,44,52,26,14,26,27,48,22,Spelling,Reading,Writing,Severe
11293,9,77,30,41,63,56,50,73,68,50,49,56,64,Reading,Writing,Spelling,Moderate
11294,8,13,0,6,43,23,1,0,17,37,6,22,18,Reading,Spelling,Writing,Profound
11295,7,6,26,27,6,12,25,28,18,9,20,14,18,Writing,Spelling,Reading,Profound
11296,8,61,48,61,33,52,58,46,45,69,57,48,53,Writing,Spelling,Reading,Moderate
11297,10,63,28,50,49,16,60,40,52,5,47,42,32,Spelling,Writing,Reading,Severe
11298,12,88,87,49,56,83,87,84,71,52,75,75,69,Spelling,Reading,Writing,Mild
11299,11,10,13,10,34,30,15,30,0,36,11,26,22,Reading,Spelling,Writing,Profound
11300,11,87,86,50,81,77,63,84,78,75,74,74,79,Reading,Writing,Spelling,Mild
11301,9,36,62,75,68,48,56,72,42,66,58,57,60,Writing,Reading,Spelling,Moderate
11302,11,47,55,66,34,30,41,46,43,65,56,35,51,Writing,Spelling,Reading,Moderate
11303,12,13,44,10,0,22,37,41,19,7,22,20,22,Writing,Reading,Spelling,Profound
11304,8,58,49,34,25,23,47,42,21,37,47,32,33,Writing,Spelling,Reading,Moderate
11305,10,26,15,22,23,3,17,46,27,43,21,14,39,Writing,Reading,Spelling,Severe
11306,12,41,26,25,18,34,43,0,19,10,31,32,10,Spelling,Reading,Writing,Profound
11307,9,61,41,74,65,42,55,55,47,56,59,54,53,Spelling,Writing,Reading,Moderate
11308,12,70,51,54,24,20,47,16,50,60,58,30,42,Writing,Spelling,Reading,Severe
11309,9,32,42,39,10,13,6,23,19,14,38,10,19,Writing,Spelling,Reading,Profound
11310,12,31,12,43,4,32,22,17,21,14,29,19,17,Spelling,Writing,Reading,Profound
11311,6,46,43,54,33,37,13,44,26,34,48,28,35,Writing,Spelling,Reading,Severe
11312,11,26,9,0,24,1,21,19,27,26,12,15,24,Reading,Writing,Spelling,Profound
11313,8,19,30,33,48,41,15,46,47,24,27,35,39,Reading,Writing,Spelling,Severe
11314,7,13,47,24,31,16,26,21,39,24,28,24,28,Writing,Reading,Spelling,Severe
11315,9,32,56,39,46,59,21,30,31,58,42,42,40,Spelling,Reading,Writing,Moderate
11316,7,43,27,37,21,35,12,41,12,23,36,23,25,Writing,Spelling,Reading,Severe
11317,11,44,59,28,46,21,14,42,10,7,44,27,20,Spelling,Writing,Reading,Severe
11318,6,0,20,27,14,19,10,22,0,47,16,14,23,Writing,Reading,Spelling,Profound
11319,12,47,70,46,20,30,9,28,17,44,54,20,30,Writing,Spelling,Reading,Severe
11320,6,72,85,61,67,57,88,93,76,76,73,71,82,Writing,Reading,Spelling,Mild
11321,12,53,69,81,56,56,50,57,49,47,68,54,51,Spelling,Writing,Reading,Moderate
11322,10,35,13,43,15,10,32,48,19,36,30,19,34,Writing,Reading,Spelling,Profound
11323,8,48,27,21,22,19,17,14,18,9,32,19,14,Spelling,Writing,Reading,Profound
11324,9,14,48,22,20,29,0,24,0,29,28,16,18,Writing,Spelling,Reading,Profound
11325,11,54,70,71,41,32,45,60,69,49,65,39,59,Writing,Spelling,Reading,Moderate
11326,7,24,21,8,13,43,32,22,37,21,18,29,27,Reading,Spelling,Writing,Profound
11327,7,64,52,67,31,41,64,31,73,46,61,45,50,Writing,Spelling,Reading,Moderate
11328,11,35,39,30,25,38,32,21,60,21,35,32,34,Writing,Spelling,Reading,Severe
11329,10,26,30,16,17,39,0,16,20,42,24,19,26,Writing,Reading,Spelling,Profound
11330,11,64,50,97,71,84,97,54,56,58,70,84,56,Spelling,Reading,Writing,Mild
11331,10,39,32,30,9,4,9,31,25,16,34,7,24,Writing,Spelling,Reading,Profound
11332,8,46,74,55,59,56,52,49,34,50,58,56,44,Spelling,Writing,Reading,Moderate
11333,9,9,38,17,42,22,20,6,40,2,21,28,16,Spelling,Reading,Writing,Severe
11334,7,18,4,0,21,29,24,29,15,24,7,25,23,Reading,Spelling,Writing,Profound
11335,10,0,9,8,23,33,17,24,23,37,6,24,28,Reading,Writing,Spelling,Profound
11336,9,28,26,37,15,59,39,31,31,37,30,38,33,Reading,Spelling,Writing,Severe
11337,7,23,40,70,52,38,29,16,18,22,44,40,19,Spelling,Writing,Reading,Severe
11338,6,67,75,81,45,56,39,53,38,20,74,47,37,Spelling,Writing,Reading,Moderate
11339,7,0,8,18,8,23,0,28,14,21,9,10,21,Reading,Writing,Spelling,Profound
11340,10,61,61,31,65,67,67,60,53,59,51,66,57,Reading,Spelling,Writing,Moderate
11341,11,40,32,75,54,28,56,57,56,67,49,46,60,Writing,Reading,Spelling,Moderate
11342,8,79,70,97,62,69,56,71,89,76,82,62,79,Writing,Spelling,Reading,Mild
11343,8,0,48,26,7,17,23,37,12,40,25,16,30,Writing,Reading,Spelling,Profound
11344,8,29,48,56,35,32,49,52,61,15,44,39,43,Writing,Spelling,Reading,Moderate
11345,12,40,36,31,45,10,17,49,3,27,36,24,26,Writing,Spelling,Reading,Severe
11346,8,68,87,63,75,46,79,72,66,93,73,67,77,Writing,Reading,Spelling,Mild
11347,12,56,47,20,9,46,43,43,34,39,41,33,39,Writing,Spelling,Reading,Severe
11348,6,16,17,32,20,36,48,3,50,26,22,35,26,Reading,Spelling,Writing,Severe
11349,12,51,40,44,28,27,61,55,55,33,45,39,48,Writing,Reading,Spelling,Severe
11350,12,19,12,34,28,33,30,11,30,16,22,30,19,Spelling,Reading,Writing,Profound
11351,12,55,54,55,23,72,77,18,53,17,55,57,29,Spelling,Reading,Writing,Moderate
11352,10,35,24,23,20,19,17,44,54,24,27,19,41,Writing,Reading,Spelling,Severe
11353,10,14,22,8,21,18,39,20,21,19,15,26,20,Reading,Spelling,Writing,Profound
11354,10,46,44,33,44,22,11,44,5,31,41,26,27,Writing,Spelling,Reading,Severe
11355,7,8,47,12,36,33,54,10,38,15,22,41,21,Spelling,Reading,Writing,Severe
11356,6,49,73,59,44,43,60,36,42,33,60,49,37,Spelling,Writing,Reading,Moderate
11357,12,58,50,37,41,36,47,71,61,26,48,41,53,Writing,Reading,Spelling,Moderate
11358,6,78,75,76,84,87,69,75,79,65,76,80,73,Spelling,Reading,Writing,Mild
11359,11,66,34,22,33,8,46,32,48,53,41,29,44,Writing,Reading,Spelling,Severe
11360,9,42,41,33,57,51,34,71,53,26,39,47,50,Reading,Writing,Spelling,Moderate
11361,9,41,44,60,60,66,48,42,70,17,48,58,43,Spelling,Reading,Writing,Moderate
11362,7,48,14,16,19,22,13,13,38,35,26,18,29,Writing,Reading,Spelling,Severe
