id,age,reading_speed,reading_accuracy,reading_comprehension,writing_speed,writing_quality,grammar_sentence,phonetic_spelling,irregular_word_spelling,spelling_accuracy,reading_avg,writing_avg,spelling_avg,primary_focus,secondary_focus,tertiary_focus,difficulty_level
8588,14,42,3,0,29,38,0,10,16,22,15,22,16,Reading,Spelling,Writing,Profound
8589,15,74,47,37,35,42,17,22,31,57,53,31,37,Writing,Spelling,Reading,Moderate
8590,17,14,34,38,50,44,43,36,30,45,29,46,37,Reading,Spelling,Writing,Severe
8591,12,71,42,48,31,49,28,21,43,65,54,36,43,Writing,Spelling,Reading,Moderate
8592,13,60,27,36,37,32,26,81,66,52,41,32,66,Writing,Reading,Spelling,Moderate
8593,7,48,35,14,5,5,18,19,11,0,32,9,10,Writing,Spelling,Reading,Profound
8594,8,0,22,15,34,13,21,39,4,17,12,23,20,Reading,Spelling,Writing,Profound
8595,18,30,59,58,71,23,67,44,34,55,49,54,44,Spelling,Reading,Writing,Moderate
8596,14,43,42,48,22,41,55,24,24,33,44,39,27,Spelling,Writing,Reading,Severe
8597,13,21,33,39,30,24,34,0,6,31,31,29,12,Spelling,Writing,Reading,Profound
8598,12,27,28,34,8,27,43,43,38,33,30,26,38,Writing,Reading,Spelling,Profound
8599,6,56,59,44,46,38,23,41,65,41,53,36,49,Writing,Spelling,Reading,Moderate
8600,17,51,46,36,40,65,48,54,38,61,44,51,51,Reading,Writing,Spelling,Moderate
8601,7,29,19,41,43,33,35,35,19,0,30,37,18,Spelling,Reading,Writing,Profound
8602,13,33,9,16,27,21,45,26,21,24,19,31,24,Reading,Spelling,Writing,Profound
8603,17,17,9,25,17,0,0,30,3,17,17,6,17,Writing,Reading,Spelling,Profound
8604,18,28,31,44,27,32,17,30,14,47,34,25,30,Writing,Spelling,Reading,Profound
8605,8,38,63,64,21,46,59,47,58,74,55,42,60,Writing,Reading,Spelling,Moderate
8606,7,22,6,46,10,0,32,0,4,31,25,14,12,Spelling,Writing,Reading,Profound
8607,12,55,38,35,40,35,34,45,58,45,43,36,49,Writing,Reading,Spelling,Moderate
8608,15,46,33,26,14,33,23,24,29,20,35,23,24,Writing,Spelling,Reading,Severe
8609,18,19,38,21,4,30,38,11,39,25,26,24,25,Writing,Spelling,Reading,Severe
8610,10,57,13,18,6,44,20,50,22,18,29,23,30,Writing,Reading,Spelling,Severe
8611,9,35,43,44,38,39,18,8,16,52,41,32,25,Spelling,Writing,Reading,Severe
8612,7,63,37,69,47,59,51,25,37,54,56,52,39,Spelling,Writing,Reading,Moderate
8613,11,28,36,62,45,43,27,20,35,35,42,38,30,Spelling,Writing,Reading,Severe
8614,11,20,25,23,15,0,18,14,28,34,23,11,25,Writing,Reading,Spelling,Profound
8615,17,31,34,28,18,32,42,38,59,26,31,31,41,Reading,Writing,Spelling,Severe
8616,17,49,53,35,42,61,39,45,65,51,46,47,54,Reading,Writing,Spelling,Moderate
8617,8,3,26,25,8,27,5,42,27,44,18,13,38,Writing,Reading,Spelling,Profound
8618,14,63,31,79,35,25,33,25,34,47,58,31,35,Writing,Spelling,Reading,Moderate
8619,10,12,26,13,9,43,39,45,36,15,17,30,32,Reading,Writing,Spelling,Profound
8620,16,41,59,57,42,66,38,34,41,61,52,49,45,Spelling,Writing,Reading,Moderate
8621,8,11,27,44,8,2,32,25,23,27,27,14,25,Writing,Spelling,Reading,Profound
8622,17,31,4,38,13,5,20,33,45,20,24,13,33,Writing,Reading,Spelling,Profound
8623,15,2,21,37,28,13,39,28,15,43,20,27,29,Reading,Writing,Spelling,Profound
8624,8,44,28,47,35,23,27,24,13,35,40,28,24,Spelling,Writing,Reading,Severe
8625,10,31,52,25,4,38,9,33,26,32,36,17,30,Writing,Spelling,Reading,Profound
8626,12,50,76,56,28,70,36,31,67,38,61,45,45,Writing,Spelling,Reading,Moderate
8627,18,35,59,44,43,38,28,32,32,39,46,36,34,Spelling,Writing,Reading,Severe
8628,14,42,25,41,33,33,15,11,42,4,36,27,19,Spelling,Writing,Reading,Profound
8629,15,22,28,32,22,16,2,20,34,13,27,13,22,Writing,Spelling,Reading,Profound
8630,11,13,23,0,28,13,30,7,27,16,12,24,17,Reading,Spelling,Writing,Profound
8631,17,13,42,50,46,8,8,46,39,31,35,21,39,Writing,Reading,Spelling,Severe
8632,14,24,20,69,39,25,27,34,7,46,38,30,29,Spelling,Writing,Reading,Severe
8633,9,28,9,24,44,43,33,20,27,44,20,40,30,Reading,Spelling,Writing,Severe
8634,11,41,37,40,61,46,46,50,39,18,39,51,36,Spelling,Reading,Writing,Moderate
8635,7,48,65,20,21,20,42,30,44,46,44,28,40,Writing,Spelling,Reading,Severe
8636,8,41,24,31,36,5,39,31,22,18,32,27,24,Spelling,Writing,Reading,Profound
8637,9,34,37,61,40,33,24,14,29,19,44,32,21,Spelling,Writing,Reading,Severe
8638,15,40,57,47,60,63,55,26,52,65,48,59,48,Reading,Spelling,Writing,Moderate
8639,16,48,45,58,45,78,32,56,63,25,50,52,48,Spelling,Reading,Writing,Moderate
8640,13,77,71,78,80,63,93,70,76,77,75,79,74,Spelling,Reading,Writing,Mild
8641,17,28,72,59,49,74,66,80,20,60,53,63,53,Reading,Spelling,Writing,Moderate
8642,12,19,0,51,9,31,28,18,32,41,23,23,30,Reading,Writing,Spelling,Profound
8643,9,6,51,24,38,16,32,4,26,33,27,29,21,Spelling,Reading,Writing,Profound
8644,17,52,32,36,5,23,24,23,27,38,40,17,29,Writing,Spelling,Reading,Severe
8645,15,57,45,70,16,53,32,54,14,36,57,34,35,Writing,Spelling,Reading,Severe
8646,18,10,59,45,25,27,34,11,19,46,38,29,25,Spelling,Writing,Reading,Severe
8647,18,8,16,47,17,24,30,21,38,29,24,24,29,Reading,Writing,Spelling,Profound
8648,9,35,16,15,10,23,41,14,19,22,22,25,18,Spelling,Reading,Writing,Profound
8649,8,25,17,34,49,47,44,46,46,44,25,47,45,Reading,Spelling,Writing,Severe
8650,6,36,1,48,0,29,29,6,13,33,28,19,17,Spelling,Writing,Reading,Profound
8651,11,19,12,33,54,47,57,46,43,34,21,53,41,Reading,Spelling,Writing,Severe
8652,8,48,76,42,48,33,37,51,21,61,55,39,44,Writing,Spelling,Reading,Moderate
8653,10,81,87,80,63,55,60,66,75,83,83,59,75,Writing,Spelling,Reading,Mild
8654,17,78,82,43,80,87,77,76,93,67,68,81,79,Reading,Spelling,Writing,Mild
8655,9,35,37,10,11,0,7,40,19,39,27,6,33,Writing,Reading,Spelling,Profound
8656,18,51,21,52,42,63,44,21,42,28,41,50,30,Spelling,Reading,Writing,Severe
8657,18,19,56,62,51,51,34,19,59,48,46,45,42,Spelling,Writing,Reading,Severe
8658,9,69,95,58,58,94,50,92,79,51,74,67,74,Writing,Reading,Spelling,Mild
8659,16,56,50,58,28,38,33,37,28,40,55,33,35,Writing,Spelling,Reading,Severe
8660,14,75,52,30,75,64,61,19,27,68,52,67,38,Spelling,Reading,Writing,Moderate
8661,18,25,9,7,12,29,0,5,27,22,14,14,18,Reading,Writing,Spelling,Profound
8662,11,21,11,18,11,48,25,7,30,26,17,28,21,Reading,Spelling,Writing,Profound
8663,11,61,28,47,25,53,33,38,40,36,45,37,38,Writing,Spelling,Reading,Severe
8664,7,29,9,14,45,27,56,49,11,46,17,43,35,Reading,Spelling,Writing,Severe
8665,14,31,73,50,55,52,75,54,72,36,51,61,54,Reading,Spelling,Writing,Moderate
8666,8,80,27,73,41,32,64,51,28,58,60,46,46,Writing,Spelling,Reading,Moderate
8667,16,59,63,66,48,56,47,18,28,59,63,50,35,Spelling,Writing,Reading,Moderate
8668,18,65,52,80,53,29,72,51,14,48,66,51,38,Spelling,Writing,Reading,Moderate
8669,11,64,54,43,34,32,61,48,31,61,54,42,47,Writing,Spelling,Reading,Moderate
8670,15,27,42,25,11,8,31,15,7,12,31,17,11,Spelling,Writing,Reading,Profound
8671,15,85,63,76,68,40,67,39,24,60,75,58,41,Spelling,Writing,Reading,Moderate
8672,13,42,2,26,12,18,21,8,28,13,23,17,16,Spelling,Writing,Reading,Profound
8673,6,45,29,61,65,52,35,40,38,40,45,51,39,Spelling,Reading,Writing,Moderate
8674,18,76,88,58,60,61,63,78,77,97,74,61,84,Writing,Reading,Spelling,Mild
8675,11,28,48,32,0,47,22,39,48,41,36,23,43,Writing,Reading,Spelling,Severe
8676,11,57,46,13,42,43,22,27,50,21,39,36,33,Spelling,Writing,Reading,Severe
8677,8,61,38,49,31,49,45,46,54,23,49,42,41,Spelling,Writing,Reading,Moderate
8678,14,31,70,60,47,51,28,33,42,45,54,42,40,Spelling,Writing,Reading,Moderate
8679,15,78,71,42,42,76,64,42,18,31,64,61,30,Spelling,Writing,Reading,Moderate
8680,16,38,35,66,34,33,42,32,43,14,46,36,30,Spelling,Writing,Reading,Severe
8681,8,97,71,63,78,70,53,94,58,80,77,67,77,Writing,Reading,Spelling,Mild
8682,16,39,9,13,0,29,27,12,26,14,20,19,17,Spelling,Writing,Reading,Profound
8683,8,51,63,53,42,42,63,68,58,42,56,49,56,Writing,Reading,Spelling,Moderate
8684,7,95,95,77,82,72,50,90,62,75,89,68,76,Writing,Spelling,Reading,Mild
8685,17,56,31,28,62,12,25,30,50,12,38,33,31,Spelling,Writing,Reading,Severe
8686,11,63,82,73,52,82,82,78,54,72,73,72,68,Spelling,Writing,Reading,Mild
8687,8,78,79,56,78,84,44,86,80,91,71,69,86,Writing,Reading,Spelling,Mild
8688,15,12,53,35,31,32,36,15,23,56,33,33,31,Spelling,Reading,Writing,Severe
8689,15,4,3,31,3,22,4,9,40,27,13,10,25,Writing,Reading,Spelling,Profound
8690,9,15,20,38,43,18,18,0,17,6,24,26,8,Spelling,Reading,Writing,Profound
8691,14,86,68,59,94,90,50,57,66,79,71,78,67,Spelling,Reading,Writing,Mild
8692,7,42,47,20,8,20,28,13,13,25,36,19,17,Spelling,Writing,Reading,Profound
8693,13,89,84,51,80,83,76,65,85,49,75,80,66,Spelling,Reading,Writing,Mild
8694,15,54,61,26,44,63,63,67,37,45,47,57,50,Reading,Spelling,Writing,Moderate
8695,14,48,28,31,21,12,29,38,15,13,36,21,22,Writing,Spelling,Reading,Profound
8696,13,29,22,17,15,17,37,31,39,28,23,23,33,Reading,Writing,Spelling,Profound
8697,13,37,34,30,17,23,23,49,31,19,34,21,33,Writing,Spelling,Reading,Profound
8698,15,38,69,42,55,55,62,78,49,53,50,57,60,Reading,Writing,Spelling,Moderate
8699,17,29,78,59,39,34,41,17,58,39,55,38,38,Writing,Spelling,Reading,Moderate
8700,8,33,48,18,10,23,30,2,5,24,33,21,10,Spelling,Writing,Reading,Profound
8701,13,45,40,3,39,0,20,10,25,5,29,20,13,Spelling,Writing,Reading,Profound
8702,8,36,47,41,47,53,40,42,22,39,41,47,34,Spelling,Reading,Writing,Moderate
8703,13,15,49,36,19,30,15,16,36,21,33,21,24,Writing,Spelling,Reading,Profound
8704,18,26,28,42,20,26,23,26,0,11,32,23,12,Spelling,Writing,Reading,Profound
8705,6,53,15,37,0,41,30,9,24,2,35,24,12,Spelling,Writing,Reading,Profound
8706,9,65,48,53,38,48,46,48,45,43,55,44,45,Writing,Spelling,Reading,Moderate
8707,17,28,42,38,44,25,46,0,61,43,36,38,35,Spelling,Reading,Writing,Severe
8708,14,23,28,11,1,19,29,5,28,43,21,16,25,Writing,Reading,Spelling,Profound
8709,12,25,23,57,59,54,23,12,56,46,35,45,38,Reading,Spelling,Writing,Severe
8710,18,35,67,39,44,58,68,39,75,60,47,57,58,Reading,Writing,Spelling,Moderate
8711,11,76,56,62,92,64,57,73,89,60,65,71,74,Reading,Writing,Spelling,Mild
8712,16,36,38,55,22,1,26,17,39,13,43,16,23,Writing,Spelling,Reading,Severe
8713,15,29,0,3,38,5,44,0,0,25,11,29,8,Spelling,Reading,Writing,Profound
8714,10,26,35,38,0,13,39,22,5,3,33,17,10,Spelling,Writing,Reading,Profound
8715,14,40,40,67,18,41,58,37,49,70,49,39,52,Writing,Reading,Spelling,Moderate
8716,15,53,6,50,42,19,27,11,20,44,36,29,25,Spelling,Writing,Reading,Severe
8717,8,47,82,97,68,80,82,54,54,47,75,77,52,Spelling,Reading,Writing,Mild
8718,8,28,62,37,23,48,35,21,16,48,42,35,28,Spelling,Writing,Reading,Severe
8719,16,70,90,100,43,56,77,60,84,57,87,59,67,Writing,Spelling,Reading,Mild
8720,14,33,3,34,32,20,48,10,17,15,23,33,14,Spelling,Reading,Writing,Profound
8721,11,43,50,63,39,54,17,54,9,61,52,37,41,Writing,Spelling,Reading,Severe
8722,17,60,67,84,67,84,54,86,65,85,70,68,79,Writing,Reading,Spelling,Mild
8723,7,0,29,0,29,44,33,24,32,28,10,35,28,Reading,Spelling,Writing,Profound
8724,9,66,65,68,49,28,75,52,42,51,66,51,48,Spelling,Writing,Reading,Moderate
8725,6,43,22,22,60,58,17,17,31,54,29,45,34,Reading,Spelling,Writing,Severe
8726,14,49,47,39,57,52,20,23,18,26,45,43,22,Spelling,Writing,Reading,Severe
8727,16,62,62,90,64,85,75,74,63,45,71,75,61,Spelling,Reading,Writing,Mild
8728,7,16,12,38,53,37,31,32,15,20,22,40,22,Reading,Spelling,Writing,Severe
8729,12,67,68,40,45,48,49,28,26,25,58,47,26,Spelling,Writing,Reading,Moderate
8730,11,48,32,14,14,47,37,12,2,27,31,33,14,Spelling,Reading,Writing,Profound
8731,14,44,34,28,42,31,44,23,7,0,35,39,10,Spelling,Reading,Writing,Profound
8732,16,25,33,42,0,31,31,40,41,27,33,21,36,Writing,Reading,Spelling,Profound
8733,11,19,31,32,25,42,52,40,25,2,27,40,22,Spelling,Reading,Writing,Severe
8734,18,62,56,61,61,56,31,24,26,35,60,49,28,Spelling,Writing,Reading,Moderate
8735,16,54,35,33,9,33,44,41,35,30,41,29,35,Writing,Spelling,Reading,Severe
8736,7,35,30,53,18,51,30,10,25,29,39,33,21,Spelling,Writing,Reading,Severe
8737,18,30,55,69,43,64,65,58,37,56,51,57,50,Spelling,Reading,Writing,Moderate
8738,8,14,57,20,34,18,45,54,53,23,30,32,43,Reading,Writing,Spelling,Severe
8739,9,3,0,47,38,23,36,14,7,0,17,32,7,Spelling,Reading,Writing,Profound
8740,15,39,45,36,24,10,40,23,29,39,40,25,30,Writing,Spelling,Reading,Severe
8741,13,59,36,52,27,34,21,43,45,13,49,27,34,Writing,Spelling,Reading,Severe
8742,11,79,77,56,94,52,49,76,57,47,71,65,60,Spelling,Writing,Reading,Mild
8743,17,42,71,53,41,45,23,72,37,45,55,36,51,Writing,Spelling,Reading,Moderate
8744,8,44,48,56,55,67,43,17,35,33,49,55,28,Spelling,Reading,Writing,Moderate
8745,12,57,64,19,3,28,31,14,56,46,47,21,39,Writing,Spelling,Reading,Severe
8746,8,27,17,58,15,11,34,45,35,39,34,20,40,Writing,Reading,Spelling,Severe
8747,6,45,38,60,23,28,35,53,73,53,48,29,60,Writing,Reading,Spelling,Moderate
8748,7,48,36,15,24,40,35,52,47,20,33,33,40,Reading,Writing,Spelling,Severe
8749,12,66,37,25,7,23,6,23,45,39,43,12,36,Writing,Spelling,Reading,Severe
8750,9,43,56,30,13,21,29,31,10,33,43,21,25,Writing,Spelling,Reading,Severe
8751,17,35,29,51,30,29,52,30,37,35,38,37,34,Spelling,Writing,Reading,Severe
8752,17,49,72,39,61,45,22,55,33,25,53,43,38,Spelling,Writing,Reading,Moderate
8753,12,50,52,19,50,36,13,26,31,45,40,33,34,Writing,Spelling,Reading,Severe
8754,8,16,30,50,0,15,20,14,21,41,32,12,25,Writing,Spelling,Reading,Profound
8755,16,59,58,66,35,52,27,68,72,24,61,38,55,Writing,Spelling,Reading,Moderate
8756,6,8,30,5,26,28,22,40,24,34,14,25,33,Reading,Writing,Spelling,Profound
8757,14,50,77,79,44,56,40,33,48,18,69,47,33,Spelling,Writing,Reading,Moderate
8758,6,22,26,22,0,2,46,40,0,23,23,16,21,Writing,Spelling,Reading,Profound
8759,13,31,44,1,13,37,27,31,30,40,25,26,34,Reading,Writing,Spelling,Profound
8760,17,0,40,47,17,9,24,2,31,30,29,17,21,Writing,Spelling,Reading,Profound
8761,10,31,59,34,39,41,56,33,26,47,41,45,35,Spelling,Reading,Writing,Moderate
8762,18,38,13,37,27,18,31,33,25,12,29,25,23,Spelling,Writing,Reading,Profound
8763,17,21,44,5,48,0,42,22,13,11,23,30,15,Spelling,Reading,Writing,Profound
8764,12,40,47,8,38,51,4,20,21,41,32,31,27,Spelling,Writing,Reading,Severe
8765,6,23,28,42,3,39,23,41,49,23,31,22,38,Writing,Reading,Spelling,Severe
8766,6,62,51,58,44,46,32,52,66,75,57,41,64,Writing,Reading,Spelling,Moderate
8767,16,27,42,0,21,29,21,25,23,29,23,24,26,Reading,Writing,Spelling,Profound
8768,18,35,60,25,50,42,32,24,58,54,40,41,45,Reading,Writing,Spelling,Moderate
8769,11,53,46,45,43,52,54,53,64,20,48,50,46,Spelling,Reading,Writing,Moderate
8770,13,57,31,62,51,38,50,49,60,61,50,46,57,Writing,Reading,Spelling,Moderate
8771,9,49,33,21,26,17,14,24,19,41,34,19,28,Writing,Spelling,Reading,Severe
8772,18,48,0,14,32,0,0,13,5,42,21,11,20,Writing,Spelling,Reading,Profound
8773,6,63,59,48,53,28,62,29,37,40,57,48,35,Spelling,Writing,Reading,Moderate
8774,11,43,77,31,50,28,29,31,62,39,50,36,44,Writing,Spelling,Reading,Moderate
8775,17,41,28,46,57,60,34,34,35,26,38,50,32,Spelling,Reading,Writing,Severe
8776,15,45,47,58,66,37,47,44,34,63,50,50,47,Spelling,Reading,Writing,Moderate
8777,15,22,51,41,25,24,37,13,22,61,38,29,32,Writing,Spelling,Reading,Severe
8778,18,15,7,15,24,23,20,41,20,4,12,22,22,Reading,Writing,Spelling,Profound
8779,15,46,39,40,23,13,24,49,39,42,42,20,43,Writing,Reading,Spelling,Severe
8780,18,44,23,22,26,36,44,13,23,48,30,35,28,Spelling,Reading,Writing,Severe
8781,16,25,31,45,42,23,23,32,33,41,34,29,35,Writing,Reading,Spelling,Severe
8782,18,82,90,63,58,68,64,50,75,96,78,63,74,Writing,Spelling,Reading,Mild
8783,16,32,31,19,19,19,15,25,9,23,27,18,19,Writing,Spelling,Reading,Profound
8784,9,38,61,42,56,43,11,47,36,41,47,37,41,Writing,Spelling,Reading,Severe
8785,12,19,78,55,77,50,48,74,24,56,51,58,51,Reading,Spelling,Writing,Moderate
8786,6,39,46,69,27,37,61,57,47,46,51,42,50,Writing,Spelling,Reading,Moderate
8787,6,53,54,39,36,59,26,69,54,47,49,40,57,Writing,Reading,Spelling,Moderate
8788,9,51,46,44,48,47,22,39,52,31,47,39,41,Writing,Spelling,Reading,Moderate
8789,9,27,51,7,29,0,40,17,3,25,28,23,15,Spelling,Writing,Reading,Profound
8790,10,37,24,17,34,26,27,15,27,36,26,29,26,Reading,Spelling,Writing,Severe
8791,17,25,22,42,37,39,29,25,19,31,30,35,25,Spelling,Reading,Writing,Severe
8792,9,82,48,61,30,40,45,53,28,52,64,38,44,Writing,Spelling,Reading,Moderate
8793,18,45,13,4,39,24,13,21,8,8,21,25,12,Spelling,Reading,Writing,Profound
8794,8,69,41,23,62,24,54,47,8,39,44,47,31,Spelling,Reading,Writing,Severe
8795,10,29,13,10,38,17,0,40,26,28,17,18,31,Reading,Writing,Spelling,Profound
8796,8,7,30,34,46,20,46,0,25,0,24,37,8,Spelling,Reading,Writing,Profound
8797,15,65,79,32,38,31,35,31,34,36,59,35,34,Spelling,Writing,Reading,Moderate
8798,14,35,39,42,23,17,35,48,8,11,39,25,22,Spelling,Writing,Reading,Severe
8799,6,25,9,36,38,23,40,0,20,2,23,34,7,Spelling,Reading,Writing,Profound
8800,12,0,53,27,22,26,19,17,42,28,27,22,29,Writing,Reading,Spelling,Profound
8801,13,8,36,38,25,23,43,7,18,38,27,30,21,Spelling,Reading,Writing,Profound
8802,17,13,23,0,11,17,22,0,15,0,12,17,5,Spelling,Reading,Writing,Profound
8803,7,42,52,51,28,37,69,43,59,49,48,45,50,Writing,Reading,Spelling,Moderate
8804,10,46,49,13,15,12,23,22,21,5,36,17,16,Spelling,Writing,Reading,Profound
8805,14,67,55,41,41,44,50,41,64,33,54,45,46,Writing,Spelling,Reading,Moderate
8806,6,40,30,16,44,15,4,41,39,4,29,21,28,Writing,Spelling,Reading,Profound
8807,17,67,76,54,29,34,47,38,59,64,66,37,54,Writing,Spelling,Reading,Moderate
8808,8,47,51,59,44,48,10,58,35,35,52,34,43,Writing,Spelling,Reading,Severe
8809,18,15,12,21,45,42,42,56,37,21,16,43,38,Reading,Spelling,Writing,Severe
8810,16,27,32,6,23,25,40,29,9,16,22,29,18,Spelling,Reading,Writing,Profound
8811,14,12,36,21,19,15,45,11,33,35,23,26,26,Reading,Writing,Spelling,Profound
8812,11,71,88,86,76,68,81,66,73,80,82,75,73,Spelling,Writing,Reading,Mild
8813,7,75,77,75,84,54,63,52,65,54,76,67,57,Spelling,Writing,Reading,Mild
8814,11,76,31,60,51,75,40,43,40,60,56,55,48,Spelling,Writing,Reading,Moderate
8815,13,37,46,27,0,12,25,43,0,12,37,12,18,Writing,Spelling,Reading,Profound
8816,12,46,43,50,56,40,78,54,52,44,46,58,50,Reading,Spelling,Writing,Moderate
8817,9,38,29,42,16,10,20,27,21,32,36,15,27,Writing,Spelling,Reading,Severe
8818,11,29,25,51,48,33,25,20,43,24,35,35,29,Spelling,Reading,Writing,Severe
8819,12,49,36,28,22,12,23,13,6,15,38,19,11,Spelling,Writing,Reading,Profound
8820,12,38,70,47,32,63,63,51,28,40,52,53,40,Spelling,Reading,Writing,Moderate
8821,10,48,61,39,51,45,63,36,25,70,49,53,44,Spelling,Reading,Writing,Moderate
8822,14,23,3,35,21,23,35,25,18,11,20,26,18,Spelling,Reading,Writing,Profound
8823,18,83,77,77,83,78,66,64,85,61,79,76,70,Spelling,Writing,Reading,Mild
8824,8,44,84,54,45,20,28,23,69,35,61,31,42,Writing,Spelling,Reading,Moderate
8825,14,28,54,29,17,60,24,20,14,21,37,34,18,Spelling,Writing,Reading,Severe
8826,16,76,67,50,53,57,70,76,45,42,64,60,54,Spelling,Writing,Reading,Moderate
8827,12,75,58,42,68,37,40,76,42,31,58,48,50,Writing,Spelling,Reading,Moderate
8828,7,19,33,0,45,38,16,6,37,9,17,33,17,Reading,Spelling,Writing,Profound
8829,15,19,4,13,18,32,9,18,0,1,12,20,6,Spelling,Reading,Writing,Profound
8830,18,55,58,72,99,65,50,76,44,82,62,71,67,Reading,Spelling,Writing,Mild
8831,16,70,72,62,63,27,39,70,40,56,68,43,55,Writing,Spelling,Reading,Moderate
8832,9,59,86,70,41,80,100,92,55,56,72,74,68,Spelling,Reading,Writing,Mild
8833,10,66,60,23,12,56,63,55,38,31,50,44,41,Spelling,Writing,Reading,Severe
8834,17,49,19,62,51,69,45,21,28,60,43,55,36,Spelling,Reading,Writing,Moderate
8835,17,49,65,66,39,31,56,16,26,45,60,42,29,Spelling,Writing,Reading,Moderate
8836,12,39,14,9,8,6,13,0,17,17,21,9,11,Writing,Spelling,Reading,Profound
8837,15,34,72,58,62,60,41,30,45,48,55,54,41,Spelling,Writing,Reading,Moderate
8838,9,48,28,51,17,40,32,31,12,42,42,30,28,Spelling,Writing,Reading,Severe
8839,16,78,76,65,63,63,85,76,62,79,73,70,72,Writing,Spelling,Reading,Mild
8840,18,13,39,0,16,23,3,28,27,27,17,14,27,Writing,Reading,Spelling,Profound
8841,9,68,69,42,51,63,51,26,40,60,60,55,42,Spelling,Writing,Reading,Moderate
8842,11,57,47,45,41,56,33,26,48,9,50,43,28,Spelling,Writing,Reading,Severe
8843,13,57,50,81,31,63,56,66,33,23,63,50,41,Spelling,Writing,Reading,Moderate
8844,6,28,46,33,39,39,59,48,52,11,36,46,37,Reading,Spelling,Writing,Severe
8845,16,2,31,11,36,8,4,20,30,0,15,16,17,Reading,Writing,Spelling,Profound
8846,7,61,60,15,9,23,49,38,16,29,45,27,28,Writing,Spelling,Reading,Severe
8847,16,48,16,26,18,21,15,16,6,1,30,18,8,Spelling,Writing,Reading,Profound
8848,6,14,0,8,16,11,12,31,16,16,7,13,21,Reading,Writing,Spelling,Profound
8849,11,72,75,74,61,63,86,55,65,51,74,70,57,Spelling,Writing,Reading,Mild
8850,15,43,39,50,28,35,27,42,33,14,44,30,30,Writing,Spelling,Reading,Moderate
8851,18,49,67,43,43,41,41,36,55,39,53,42,43,Writing,Spelling,Reading,Moderate
8852,8,12,39,33,29,18,13,35,20,16,28,20,24,Writing,Spelling,Reading,Severe
8853,9,96,82,81,77,58,58,83,60,54,86,64,66,Writing,Spelling,Reading,Mild
8854,11,60,43,53,55,40,49,50,21,24,52,48,32,Spelling,Writing,Reading,Severe
8855,6,47,33,32,36,23,11,17,31,41,37,23,30,Writing,Spelling,Reading,Profound
8856,13,57,16,36,10,56,26,38,28,14,36,31,27,Spelling,Writing,Reading,Severe
8857,12,16,24,34,44,32,33,47,22,9,25,36,26,Reading,Spelling,Writing,Profound
8858,11,38,31,13,42,57,7,50,45,31,27,35,42,Reading,Writing,Spelling,Severe
8859,16,55,17,18,27,22,0,18,41,25,30,16,28,Writing,Spelling,Reading,Profound
8860,9,41,49,29,45,13,20,35,40,30,40,26,35,Writing,Spelling,Reading,Severe
8861,13,34,23,37,48,57,37,47,63,37,31,47,49,Reading,Writing,Spelling,Severe
8862,8,11,53,20,0,29,0,16,35,14,28,10,22,Writing,Spelling,Reading,Profound
8863,7,71,82,89,77,96,66,78,98,53,81,80,76,Spelling,Writing,Reading,Mild
8864,14,69,41,47,34,36,47,63,43,47,52,39,51,Writing,Spelling,Reading,Moderate
8865,11,40,72,56,51,51,63,72,24,61,56,55,52,Spelling,Writing,Reading,Moderate
8866,11,25,30,45,25,21,42,32,48,50,33,29,43,Writing,Reading,Spelling,Severe
8867,17,37,68,33,28,57,26,25,47,20,46,37,31,Spelling,Writing,Reading,Moderate
8868,8,85,78,56,80,73,56,67,89,90,73,70,82,Writing,Reading,Spelling,Mild
8869,10,42,19,31,53,44,19,29,52,12,31,39,31,Reading,Spelling,Writing,Severe
8870,13,25,22,30,53,9,37,21,21,21,26,33,21,Spelling,Reading,Writing,Severe
8871,10,24,15,43,9,44,44,29,12,0,27,32,14,Spelling,Reading,Writing,Severe
8872,9,30,64,52,45,69,62,41,70,55,49,59,55,Reading,Spelling,Writing,Moderate
8873,7,56,49,37,43,25,32,33,17,30,47,33,27,Spelling,Writing,Reading,Severe
8874,8,15,22,37,27,55,56,33,24,42,25,46,33,Reading,Spelling,Writing,Severe
8875,11,46,62,42,33,38,40,43,40,35,50,37,39,Writing,Spelling,Reading,Severe
8876,7,38,52,41,34,33,28,45,57,45,44,32,49,Writing,Reading,Spelling,Moderate
8877,12,26,67,57,20,10,36,33,40,29,50,22,34,Writing,Spelling,Reading,Severe
8878,16,31,68,47,33,49,37,26,52,29,49,40,36,Spelling,Writing,Reading,Moderate
8879,10,35,24,20,14,25,7,28,0,14,26,15,14,Spelling,Writing,Reading,Severe
8880,10,19,55,36,29,40,47,26,42,38,37,39,35,Spelling,Reading,Writing,Severe
8881,9,71,63,59,32,54,55,41,36,32,64,47,36,Spelling,Writing,Reading,Moderate
8882,16,75,35,41,65,67,13,33,56,57,50,48,49,Writing,Spelling,Reading,Moderate
8883,7,47,30,69,35,40,56,22,55,58,49,44,45,Writing,Spelling,Reading,Severe
8884,15,69,62,93,55,89,90,52,70,67,75,78,63,Spelling,Reading,Writing,Mild
8885,13,33,40,21,15,20,22,41,35,45,31,19,40,Writing,Reading,Spelling,Severe
8886,7,94,100,80,71,82,56,55,75,81,91,70,70,Writing,Spelling,Reading,Mild
